"package","variety_a","variety_b","variety_c","best","worst","var_a","var_b","var_c","lon","lat","planting_date","planting_day","season","year","GDD","minNT","maxNT","MLDS","MLWS","Rx5day"
"paquete 200","SJC 730-79","ALS 0532-6","INTA Precoz","A","C","Better","Worse","Worse",-85.80184937,12.87339243,16723,288,"Po15",2015,67,17.55634092,18.4083066,8,6,73.48841524
"paquete_nic_postrera_2016_27","ALS 0532-6","INTA Ferroso","INTA Rojo","C","A","Worse","Better","Better",-85.69015503,12.79528519,17056,256,"Po16",2016,63,17.74550914,20.06759791,3,1,108.2213573
"paquete 202","INTA Rojo","BRT 103-182","INTA Centro Sur","A","C","Better","Worse","Worse",-85.80871582,12.8867798,16718,283,"Po15",2015,71,17.53126818,17.92590451,6,11,73.48841524
"paquete_nic_postrera_2016_29","PM2 Don Rey","INTA Fuerte Sequia","INTA Matagalpa","A","C","Better","Worse","Better",-85.69015503,12.79528519,17058,258,"Po16",2016,63,17.71774711,20.06759791,5,1,108.2213573
"paquete_nic_postrera_2016_30","ALS 0532-6","INTA Precoz","INTA Rojo","C","A","Worse","Better","Better",-85.63871233,12.750296,17054,254,"Po16",2016,72,16.07286087,18.63700485,3,3,91.62595367
"paquete 26","INTA Matagalpa","SJC 730-79","INTA Precoz","A","C","Better","Worse","Better",-85.81008911,12.89481188,16711,276,"Po15",2015,72,17.63634092,18.50247296,6,12,73.48841524
"paquete_nicaragua_frijol_2016_primera_065","BRT 103-182","ALS 0532-6","INTA Ferroso","B","A","Worse","Better","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete 208","INTA Centro Sur","INTA Rojo","INTA Precoz","A","C","Worse","Worse","Worse",-85.8114624,12.8747312,16719,284,"Po15",2015,68,17.45193211,18.26485267,7,10,73.48841524
"paquete 209","INTA Ferroso","SJC 730-79","INTA Matagalpa","C","A","Worse","Worse","Better",-85.81558228,12.8854411,16715,280,"Po15",2015,69,17.39199552,17.79720627,3,12,73.48841524
"paquete_nic_postrera_2016_35","INTA Matagalpa","INTA Fuerte Sequia","ALS 0532-6","A","C","Better","Better","Worse",-85.63871233,12.750296,17059,259,"Po16",2016,73,16.05020142,18.17676613,4,3,91.62595367
"paquete 271","INTA Fuerte Sequia","ALS 0532-6","INTA Centro Sur","A","B","Better","Worse","Worse",-85.73455811,12.81046221,16710,275,"Po15",2015,65,18.22407311,19.27,6,6,67.05839634
"paquete 212","INTA Precoz","SJC 730-79","INTA Matagalpa","A","C","Worse","Worse","Worse",-85.76065063,12.92426063,16695,260,"Po15",2015,86,16.86086162,17.52748228,5,2,71.54375362
"paquete 214","PM2 Don Rey","INTA Rojo","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.70159912,12.94969086,16694,259,"Po15",2015,88,16.03034689,17.14942186,6,2,68.44228268
"paquete 215","INTA Centro Sur","INTA Matagalpa","SJC 730-79","C","A","Worse","Worse","Better",-85.76202393,12.92693762,16730,295,"Po15",2015,89,16.83686311,17.64729579,6,2,45.59852982
"paquete 216","BRT 103-182","ALS 0532-6","INTA Precoz","A","C","Worse","Worse","Worse",-85.76065063,12.94299894,16697,262,"Po15",2015,81,15.5621298,16.68112645,6,2,71.54375362
"paquete 217","INTA Rojo","INTA Fuerte Sequia","INTA Ferroso","B","C","Worse","Worse","Worse",-85.79223633,12.92392601,16709,274,"Po15",2015,78,17.55563969,17.80948527,6,5,71.54375362
"paquete_nicaragua_frijol_2016_primera_001","SJC 730-79","INTA Rojo","INTA Matagalpa","A","B","Better","Worse","Worse",-85.77811105,12.84039899,16974,174,"Pr15",2016,64,18.53032451,19.28344648,4,6,80.01194525
"paquete 220","BRT 103-182","INTA Rojo","INTA Ferroso","A","C","Better","Worse","Worse",-85.69610596,12.96039754,16722,287,"Po15",2015,96,15.41858635,16.94822454,6,5,65.28272295
"paquete 222","INTA Matagalpa","ALS 0532-6","INTA Precoz","A","C","Better","Worse","Worse",-85.71121216,12.95370592,16707,272,"Po15",2015,93,16.06669526,17.68930623,6,2,74.18441963
"paquete_nicaragua_frijol_2016_primera_008","INTA Centro Sur","INTA Fuerte Sequia","SJC 730-79","C","B","Worse","Worse","Better",-85.74932483,12.91111495,16974,174,"Pr15",2016,74,17.11129802,17.47666915,3,6,76.38403511
"paquete_nicaragua_frijol_2016_primera_011","INTA Centro Sur","INTA Fuerte Sequia","INTA Matagalpa","B","C","Worse","Worse","Worse",-85.77811105,12.84039899,16975,175,"Pr15",2016,64,18.53032451,19.25575159,4,7,80.01194525
"paquete 225","ALS 0532-6","INTA Precoz","INTA Centro Sur","A","C","Better","Worse","Worse",-85.7510376,12.94166054,16700,265,"Po15",2015,81,15.50170459,16.68112645,6,3,71.54375362
"paquete_nicaragua_frijol_2016_primera_012","SJC 730-79","INTA Ferroso","INTA Precoz","C","A","Worse","Worse","Better",-85.76912035,12.92310291,16974,174,"Pr15",2016,82,16.01020515,17.40732562,3,6,66.96261549
"paquete 37","INTA Ferroso","ALS 0532-6","INTA Rojo","B","A","Worse","Better","Worse",-85.81008911,12.87740872,16695,260,"Po15",2015,67,17.53023499,17.92590451,4,2,73.48841524
"paquete_nic_apante_2016_2_188","PM2 Don Rey","INTA Matagalpa","INTA Rojo","C","A","Worse","Better","Better",-85.47637939,12.81922178,17174,8,"Ap16",2017,60,18.31313316,19.06770608,5,3,36.03386164
"paquete 39","PM2 Don Rey","INTA Precoz","INTA Centro Sur","A","B","Better","Worse","Better",-85.80734253,12.89748918,16733,298,"Po15",2015,75,17.47114883,18.36729579,8,1,38.47436905
"paquete 978","PM2 Don Rey","INTA Precoz","INTA Fuerte Sequia","A","C","Better","Better","Better",-85.46539307,12.83322602,16775,340,"Ap15",2015,60,18.63083551,19.15803432,7,2,17.26550484
"paquete_nic_apante_2016_2_175","INTA Rojo","SJC 730-79","BRT 103-182","C","A","Worse","Worse","Worse",-85.47637939,12.81922178,17151,351,"Ap16",2016,64,18.1720179,18.86897426,10,1,36.03386164
"paquete_nicaragua_frijol_2016_primera_029","INTA Matagalpa","SJC 730-79","PM2 Don Rey","B","C","Worse","Worse","Worse",-85.76912035,12.92310291,16974,174,"Pr15",2016,82,16.01020515,17.40732562,3,6,66.96261549
"paquete_nic_apante_2016_2_175","INTA Rojo","SJC 730-79","BRT 103-182","A","B","Better","Worse","Worse",-85.47637939,12.81922178,17155,355,"Ap16",2016,64,18.1720179,18.86897426,8,2,36.03386164
"paquete_nic_postrera_2016_15","INTA Fuerte Sequia","INTA Matagalpa","INTA Rojo","B","A","Worse","Better","Better",-85.63871233,12.750296,17056,256,"Po16",2016,73,16.05775457,18.39530399,3,3,91.62595367
"paquete 242","INTA Precoz","SJC 730-79","INTA Fuerte Sequia","C","B","Better","Worse","Worse",-85.67962646,12.7943924,16703,268,"Po15",2015,64,17.73431182,18.81703096,6,6,64.23448896
"paquete_nicaragua_frijol_2016_primera_121","INTA Fuerte Sequia","SJC 730-79","INTA Precoz","A","B","Better","Worse","Worse",-85.74932483,12.91111495,16968,168,"Pr15",2016,73,17.11129802,17.35297277,6,2,76.38403511
"paquete_nicaragua_frijol_2016_primera_123","ALS 0532-6","INTA Precoz","INTA Centro Sur","B","A","Worse","Better","Worse",-85.74932483,12.91111495,16968,168,"Pr15",2016,73,17.11129802,17.35297277,6,2,76.38403511
"paquete 610","INTA Rojo","SJC 730-79","ALS 0532-6","A","B","Better","Worse","Better",-85.45303345,12.81849673,16773,338,"Ap15",2015,62,18.47026856,19.37549795,7,2,21.89277363
"paquete 28","BRT 103-182","INTA Rojo","INTA Fuerte Sequia","B","C","Worse","Better","Worse",-85.81283569,12.89347322,16704,269,"Po15",2015,72,17.72446102,18.55038791,6,7,73.48841524
"paquete 252","BRT 103-182","INTA Matagalpa","INTA Fuerte Sequia","A","C","Better","Worse","Worse",-85.65490723,12.77698228,16702,267,"Po15",2015,61,18.96855278,20.54079448,6,5,64.23448896
"paquete 256","BRT 103-182","PM2 Don Rey","INTA Rojo","C","B","Worse","Better","Better",-85.71258545,12.83322602,16716,281,"Po15",2015,70,17.49359194,17.80588213,4,6,67.05839634
"paquete 258","INTA Precoz","INTA Fuerte Sequia","INTA Matagalpa","A","C","Worse","Worse","Worse",-85.81352234,12.90685952,16704,269,"Po15",2015,67,17.56224543,18.58872809,6,6,82.01481628
"paquete_nicaragua_frijol_2016_primera_064","PM2 Don Rey","INTA Fuerte Sequia","INTA Rojo","B","C","Worse","Worse","Worse",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete 30","PM2 Don Rey","SJC 730-79","INTA Ferroso","B","C","Worse","Better","Worse",-85.80734253,12.89615054,16701,266,"Po15",2015,71,17.80089892,18.58060052,6,4,73.48841524
"paquete 176","PM2 Don Rey","SJC 730-79","BRT 103-182","A","B","Better","Worse","Worse",-85.73455811,12.81046221,16706,271,"Po15",2015,65,18.31471093,19.27,6,6,67.05839634
"paquete_nicaragua_frijol_2016_primera_076","INTA Fuerte Sequia","SJC 730-79","INTA Matagalpa","A","C","Better","Worse","Worse",-85.71152907,12.94691107,16978,178,"Pr15",2016,79,16.59020515,18.15288698,3,8,76.38403511
"paquete 268","INTA Precoz","ALS 0532-6","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.71121216,12.79707077,16690,255,"Po15",2015,66,17.88465498,18.5684558,4,2,69.46891451
"paquete 105","PM2 Don Rey","ALS 0532-6","SJC 730-79","B","A","Worse","Better","Better",-85.6741333,12.8091231,16701,266,"Po15",2015,62,19.12222678,20.73635957,10,3,67.49691868
"paquete 165","INTA Ferroso","INTA Precoz","PM2 Don Rey","A","C","Better","Worse","Worse",-85.73318481,12.8091231,16706,271,"Po15",2015,65,18.31471093,19.27,6,6,67.05839634
"paquete 108","PM2 Don Rey","INTA Matagalpa","ALS 0532-6","C","A","Worse","Better","Better",-85.68786621,12.82519197,16700,265,"Po15",2015,61,18.67755688,20.94562477,10,4,67.49691868
"paquete 275","INTA Centro Sur","PM2 Don Rey","INTA Precoz","A","C","Worse","Worse","Worse",-85.76065063,12.94701411,16728,293,"Po15",2015,88,15.22547184,16.68112645,6,2,45.59852982
"paquete_nic_postrera_2016_02","ALS 0532-6","BRT 103-182","PM2 Don Rey","B","C","Better","Better","Worse",-85.63871233,12.750296,17056,256,"Po16",2016,73,16.05775457,18.39530399,3,3,91.62595367
"paquete 282","INTA Matagalpa","ALS 0532-6","INTA Centro Sur","B","A","Worse","Better","Worse",-85.73730469,12.86803728,16699,264,"Po15",2015,64,18.00740395,18.76491981,6,2,64.56450462
"paquete_nic_postrera_2016_42","INTA Fuerte Sequia","PM2 Don Rey","SJC 730-79","C","A","Better","Better","Better",-85.63871233,12.750296,17059,259,"Po16",2016,73,16.05020142,18.17676613,4,3,91.62595367
"paquete 29","INTA Matagalpa","INTA Precoz","INTA Centro Sur","B","C","Worse","Better","Worse",-85.80322266,12.88410238,16702,267,"Po15",2015,69,17.53023499,17.92590451,6,5,73.48841524
"paquete 122","BRT 103-182","ALS 0532-6","SJC 730-79","C","A","Worse","Worse","Worse",-85.597229,12.7341215,16698,263,"Po15",2015,67,18.5779821,19.50794107,10,5,64.97003937
"paquete_nicaragua_frijol_2016_primera_028","INTA Precoz","INTA Ferroso","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.76912035,12.92310291,16976,176,"Pr15",2016,82,16.01020515,17.40732562,3,8,66.96261549
"paquete 81","INTA Matagalpa","PM2 Don Rey","ALS 0532-6","B","A","Better","Better","Better",-85.68649292,12.8225139,16701,266,"Po15",2015,65,18.58089892,20.23825065,10,3,67.49691868
"paquete_nicaragua_frijol_2016_primera_005","INTA Centro Sur","INTA Rojo","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.77811105,12.84039899,16975,175,"Pr15",2016,64,18.53032451,19.25575159,4,7,80.01194525
"paquete_nicaragua_frijol_2016_primera_097","INTA Ferroso","INTA Rojo","SJC 730-79","B","C","Worse","Better","Worse",-85.94810486,13.01258603,16973,173,"Pr15",2016,73,17.37097352,18.00175308,4,3,57.27211094
"paquete_nicaragua_frijol_2016_primera_099","ALS 0532-6","INTA Precoz","BRT 103-182","A","C","Worse","Worse","Worse",-85.94810486,13.01258603,16974,174,"Pr15",2016,73,17.37097352,18.00175308,4,3,57.27211094
"paquete_nicaragua_frijol_2016_primera_100","INTA Fuerte Sequia","SJC 730-79","INTA Ferroso","A","C","Better","Worse","Worse",-85.94810486,13.01258603,16973,173,"Pr15",2016,73,17.37097352,18.00175308,4,3,57.27211094
"paquete_nicaragua_frijol_2016_primera_101","INTA Rojo","INTA Matagalpa","PM2 Don Rey","A","C","Better","Worse","Worse",-85.94810486,13.01258603,16983,183,"Pr15",2016,74,17.37097352,18.00175308,3,3,57.27211094
"paquete_nicaragua_frijol_2016_primera_055","INTA Ferroso","INTA Fuerte Sequia","INTA Matagalpa","A","C","Better","Better","Worse",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nicaragua_frijol_2016_primera_056","SJC 730-79","ALS 0532-6","INTA Centro Sur","B","C","Worse","Better","Worse",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete 25","INTA Centro Sur","INTA Rojo","INTA Fuerte Sequia","C","B","Worse","Worse","Better",-85.80322266,12.8800862,16701,266,"Po15",2015,68,17.53023499,17.92590451,6,4,73.48841524
"paquete_nic_postrera_2016_08","INTA Centro Sur","INTA Rojo","BRT 103-182","A","B","Better","Worse","Better",-85.63871233,12.750296,17059,259,"Po16",2016,73,16.05020142,18.17676613,4,3,91.62595367
"paquete_nic_postrera_2016_10","ALS 0532-6","SJC 730-79","INTA Ferroso","B","A","Worse","Better","Better",-85.59379578,12.73546101,17064,264,"Po16",2016,78,15.43480418,16.55231257,5,4,93.71448517
"paquete_nicaragua_frijol_2016_primera_063","INTA Matagalpa","SJC 730-79","INTA Precoz","A","B","Better","Worse","Worse",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nicaragua_frijol_2016_primera_001","SJC 730-79","INTA Rojo","INTA Matagalpa","A","B","Better","Worse","Worse",-85.77811105,12.84039899,16974,174,"Pr15",2016,64,18.53032451,19.28344648,4,6,80.01194525
"paquete 24","PM2 Don Rey","BRT 103-182","ALS 0532-6","A","C","Better","Worse","Worse",-85.78125,12.83858192,16721,286,"Po15",2015,68,17.23997016,17.95137262,8,5,74.62704659
"paquete 44","INTA Ferroso","ALS 0532-6","SJC 730-79","A","C","Better","Better","Worse",-85.73867798,12.81314041,16713,278,"Po15",2015,65,18.19499814,19.27,4,6,67.05839634
"paquete_nicaragua_frijol_2016_primera_046","ALS 0532-6","INTA Precoz","INTA Ferroso","A","C","Better","Worse","Worse",-85.8265686,12.92057973,16974,174,"Pr15",2016,72,17.55324506,18.52111526,4,5,73.68914175
"paquete_nic_postrera_2016_34","INTA Ferroso","INTA Centro Sur","INTA Rojo","B","A","Worse","Better","Worse",-85.57662964,12.71670724,17064,264,"Po16",2016,78,15.69543081,18.62718762,5,4,93.71448517
"paquete 245","SJC 730-79","INTA Precoz","BRT 103-182","A","B","Better","Worse","Worse",-85.78399658,13.07412756,16694,259,"Po15",2015,78,16.47441626,17.5038232,5,5,58.93214703
"paquete_nic_postrera_2016_36","INTA Centro Sur","PM2 Don Rey","INTA Rojo","A","C","Better","Worse","Worse",-85.59036255,12.73546101,17064,264,"Po16",2016,78,15.43480418,16.55231257,5,4,93.71448517
"paquete 211","PM2 Don Rey","INTA Rojo","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.76202393,12.9162295,16720,285,"Po15",2015,82,17.36304364,18.06837747,6,5,71.54375362
"paquete 168","INTA Ferroso","ALS 0532-6","INTA Precoz","B","A","Worse","Better","Worse",-85.57662964,12.72474474,16699,264,"Po15",2015,65,18.75073107,20.36942186,10,5,64.97003937
"paquete 55","PM2 Don Rey","BRT 103-182","INTA Rojo","B","C","Worse","Better","Worse",-85.83755493,12.86535966,16708,273,"Po15",2015,63,16.65279373,17.71828795,6,11,73.48841524
"paquete_nicaragua_frijol_2016_primera_061","INTA Ferroso","PM2 Don Rey","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nic_postrera_2016_28","SJC 730-79","BRT 103-182","INTA Centro Sur","B","A","Better","Worse","Worse",-85.59585571,12.73278198,17064,264,"Po16",2016,76,15.8345953,16.90859381,5,4,93.71448517
"paquete 173","INTA Centro Sur","PM2 Don Rey","BRT 103-182","A","B","Better","Worse","Worse",-85.72769165,12.80510572,16707,272,"Po15",2015,65,18.17,19.08491981,6,6,67.05839634
"paquete_nicaragua_frijol_2016_primera_025","INTA Matagalpa","INTA Ferroso","INTA Centro Sur","A","C","Worse","Worse","Worse",-85.72769165,12.97779492,16974,174,"Pr15",2016,79,16.01410295,17.32200298,4,5,84.31540251
"paquete 22","INTA Centro Sur","SJC 730-79","INTA Fuerte Sequia","B","A","Worse","Better","Worse",-85.81420898,12.8867798,16723,288,"Po15",2015,70,17.39199552,17.76522193,8,6,73.48841524
"paquete_nic_postrera_2016_32","BRT 103-182","INTA Matagalpa","PM2 Don Rey","A","C","Better","Worse","Better",-85.60684204,12.73546101,17064,264,"Po16",2016,77,15.45620664,16.87231257,5,4,101.8822117
"paquete 64","INTA Rojo","INTA Precoz","SJC 730-79","A","B","Better","Worse","Worse",-85.68374634,13.03533142,16701,266,"Po15",2015,74,16.57096606,17.3630511,6,2,58.15919495
"paquete 96","INTA Fuerte Sequia","INTA Centro Sur","INTA Precoz","C","A","Better","Better","Better",-85.67825317,12.81314041,16705,270,"Po15",2015,64,18.29374487,19.16948527,10,4,67.49691868
"paquete 27","INTA Ferroso","ALS 0532-6","PM2 Don Rey","B","C","Worse","Better","Worse",-85.80734253,12.89347322,16704,269,"Po15",2015,72,17.72446102,18.55038791,6,7,73.48841524
"paquete 98","SJC 730-79","PM2 Don Rey","INTA Matagalpa","A","C","Better","Better","Worse",-85.69198608,12.83054803,16701,266,"Po15",2015,61,18.53445356,20.56562477,10,3,67.49691868
"paquete_nicaragua_frijol_2016_primera_079","INTA Centro Sur","PM2 Don Rey","INTA Ferroso","B","C","Worse","Better","Worse",-85.71152907,12.94691107,16974,174,"Pr15",2016,79,16.59020515,17.90111526,3,6,76.38403511
"paquete 273","SJC 730-79","INTA Rojo","INTA Ferroso","B","A","Better","Better","Better",-85.73730469,12.8800862,16698,263,"Po15",2015,64,17.94198806,19.36865722,6,2,64.56450462
"paquete 17","INTA Matagalpa","INTA Ferroso","INTA Precoz","C","B","Worse","Worse","Better",-85.80459595,12.89748918,16723,288,"Po15",2015,75,17.60316673,18.59678105,8,6,73.48841524
"paquete_nicaragua_frijol_2016_primera_083","SJC 730-79","BRT 103-182","INTA Ferroso","A","C","Worse","Worse","Worse",-85.71152907,12.94691107,16977,177,"Pr15",2016,79,16.59020515,18.08994405,3,8,76.38403511
"paquete 172","INTA Rojo","SJC 730-79","INTA Ferroso","C","A","Worse","Worse","Better",-85.76889038,12.83188703,16713,278,"Po15",2015,66,16.82868706,17.65186498,4,6,74.62704659
"paquete_nic_apante_2016_2_174","INTA Centro Sur","ALS 0532-6","INTA Rojo","A","C","Better","Worse","Worse",-85.47637939,12.81922178,17149,349,"Ap16",2016,65,18.1720179,18.86897426,11,1,36.03386164
"paquete_nicaragua_frijol_2016_primera_015","INTA Precoz","INTA Matagalpa","INTA Ferroso","A","C","Better","Worse","Worse",-85.8377914,12.9231926,16974,174,"Pr15",2016,69,17.25050354,18.93400597,4,5,73.68914175
"paquete 3","PM2 Don Rey","ALS 0532-6","BRT 103-182","A","B","Better","Worse","Worse",-85.77713013,12.83992087,16705,270,"Po15",2015,65,17.23997016,17.95137262,6,6,74.62704659
"paquete_nicaragua_frijol_2016_primera_004","SJC 730-79","INTA Matagalpa","BRT 103-182","A","C","Worse","Worse","Worse",-85.77811105,12.84039899,16975,175,"Pr15",2016,64,18.53032451,19.25575159,4,7,80.01194525
"paquete 95","SJC 730-79","INTA Matagalpa","ALS 0532-6","B","A","Worse","Better","Better",-85.66864014,12.80510572,16700,265,"Po15",2015,61,19.13481537,20.73635957,10,4,67.49691868
"paquete_nicaragua_frijol_2016_primera_120","INTA Ferroso","INTA Matagalpa","BRT 103-182","C","A","Worse","Worse","Better",-85.74932483,12.91111495,16968,168,"Pr15",2016,73,17.11129802,17.35297277,6,2,76.38403511
"paquete 182","INTA Ferroso","PM2 Don Rey","SJC 730-79","B","C","Worse","Better","Worse",-85.73849201,12.81181511,16707,272,"Po15",2015,65,18.29205147,19.27,6,6,67.05839634
"paquete_nicaragua_frijol_2016_primera_006","PM2 Don Rey","INTA Ferroso","INTA Precoz","A","B","Better","Worse","Better",-85.77811105,12.84039899,16975,175,"Pr15",2016,64,18.53032451,19.25575159,4,7,80.01194525
"paquete 233","INTA Matagalpa","INTA Ferroso","SJC 730-79","C","A","Worse","Worse","Better",-85.7208252,13.04335871,16696,261,"Po15",2015,74,16.49483029,18.79525177,5,3,61.87846565
"paquete 69","INTA Fuerte Sequia","INTA Ferroso","INTA Centro Sur","A","C","Better","Worse","Worse",-85.69198608,13.04536549,16700,265,"Po15",2015,69,16.47963073,18.42994778,6,2,58.15919495
"paquete_nicaragua_frijol_2016_primera_057","PM2 Don Rey","INTA Rojo","INTA Precoz","C","A","Worse","Worse","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nic_postrera_2016_26","INTA Precoz","PM2 Don Rey","INTA Fuerte Sequia","A","B","Better","Worse","Worse",-85.59036255,12.72340517,17064,264,"Po16",2016,73,16.25522193,17.22115628,5,4,93.71448517
"paquete_nicaragua_frijol_2016_primera_091","ALS 0532-6","INTA Fuerte Sequia","INTA Centro Sur","A","B","Worse","Worse","Worse",-85.71152907,12.94691107,16978,178,"Pr15",2016,79,16.59020515,18.15288698,3,8,76.38403511
"paquete_nicaragua_frijol_2016_primera_062","BRT 103-182","INTA Centro Sur","ALS 0532-6","C","A","Worse","Worse","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nic_postrera_2016_33","ALS 0532-6","INTA Precoz","INTA Fuerte Sequia","C","B","Worse","Better","Better",-85.61645508,12.73814001,17064,264,"Po16",2016,78,15.67800075,16.83182022,5,4,101.8822117
"paquete_nicaragua_frijol_2016_primera_089","INTA Rojo","INTA Precoz","BRT 103-182","A","C","Better","Worse","Worse",-85.71152907,12.94691107,16979,179,"Pr15",2016,79,16.59020515,18.17450205,3,8,76.38403511
"paquete_nic_postrera_2016_41","ALS 0532-6","INTA Precoz","INTA Centro Sur","B","A","Better","Better","Better",-85.63871233,12.750296,17054,254,"Po16",2016,72,16.07286087,18.63700485,3,3,91.62595367
"paquete_nicaragua_frijol_2016_primera_090","INTA Matagalpa","INTA Ferroso","SJC 730-79","A","C","Better","Worse","Worse",-85.71152907,12.94691107,16975,175,"Pr15",2016,79,16.59020515,17.96405819,3,7,76.38403511
"paquete_nic_postrera_2016_43","SJC 730-79","INTA Rojo","BRT 103-182","A","C","Worse","Worse","Worse",-85.57800293,12.72474474,17064,264,"Po16",2016,71,16.63853413,17.23681462,5,4,93.71448517
"paquete_nicaragua_frijol_2016_primera_077","ALS 0532-6","BRT 103-182","PM2 Don Rey","B","A","Worse","Better","Worse",-85.71152907,12.94691107,16974,174,"Pr15",2016,79,16.59020515,17.90111526,3,6,76.38403511
"paquete_nicaragua_frijol_2016_primera_007","ALS 0532-6","INTA Matagalpa","BRT 103-182","B","C","Better","Worse","Better",-85.77811105,12.84039899,16974,174,"Pr15",2016,64,18.53032451,19.28344648,4,6,80.01194525
"paquete_nicaragua_frijol_2016_primera_060","INTA Precoz","SJC 730-79","INTA Rojo","A","B","Worse","Worse","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nic_postrera_2016_40","PM2 Don Rey","INTA Matagalpa","INTA Centro Sur","B","A","Worse","Better","Better",-85.63871233,12.750296,17056,256,"Po16",2016,73,16.05775457,18.39530399,3,3,91.62595367
"paquete_nicaragua_frijol_2016_primera_078","INTA Precoz","INTA Matagalpa","INTA Rojo","A","B","Better","Worse","Worse",-85.71152907,12.94691107,16974,174,"Pr15",2016,79,16.59020515,17.90111526,3,6,76.38403511
"paquete 8","INTA Precoz","INTA Matagalpa","INTA Ferroso","A","C","Better","Worse","Worse",-85.69885254,12.94032213,16704,269,"Po15",2015,88,16.15781425,17.32773965,6,2,64.02072859
"paquete_nicaragua_frijol_2016_primera_080","SJC 730-79","INTA Fuerte Sequia","BRT 103-182","B","C","Worse","Better","Worse",-85.71152907,12.94691107,16978,178,"Pr15",2016,79,16.59020515,18.15288698,3,8,76.38403511
"paquete 221","INTA Fuerte Sequia","PM2 Don Rey","INTA Centro Sur","C","A","Worse","Worse","Better",-85.72357178,12.94835249,16700,265,"Po15",2015,80,16.83755688,17.5491906,6,2,68.44228268
"paquete_nicaragua_frijol_2016_primera_058","BRT 103-182","INTA Ferroso","INTA Fuerte Sequia","B","A","Worse","Better","Better",-85.74932483,12.91111495,16975,175,"Pr15",2016,74,17.11129802,17.51443491,3,7,76.38403511
"paquete_nicaragua_frijol_2016_primera_081","INTA Matagalpa","ALS 0532-6","INTA Rojo","C","A","Worse","Worse","Better",-85.71152907,12.94691107,16974,174,"Pr15",2016,79,16.59020515,17.90111526,3,6,76.38403511
"paquete_nicaragua_frijol_2016_primera_111","INTA Centro Sur","INTA Rojo","ALS 0532-6","A","C","Worse","Worse","Worse",-86.06826782,13.01258603,16972,172,"Pr15",2016,61,18.49032451,19.74175308,8,2,64.13371754
"paquete_nicaragua_frijol_2016_primera_082","INTA Centro Sur","INTA Precoz","PM2 Don Rey","A","C","Worse","Worse","Worse",-85.71152907,12.94691107,16977,177,"Pr15",2016,79,16.59020515,18.08994405,3,8,76.38403511
"paquete 72","SJC 730-79","INTA Ferroso","INTA Fuerte Sequia","C","A","Worse","Worse","Better",-85.77438354,12.83590398,16689,254,"Po15",2015,62,17.31067885,17.95137262,5,2,74.62704659
"paquete 251","INTA Precoz","INTA Centro Sur","ALS 0532-6","A","C","Better","Worse","Worse",-85.76889038,12.93095305,16713,278,"Po15",2015,89,15.55221559,16.80930623,4,5,71.54375362
"paquete_nic_postrera_2016_37","INTA Precoz","INTA Ferroso","BRT 103-182","C","A","Better","Worse","Worse",-85.57800293,12.72474474,17064,264,"Po16",2016,71,16.63853413,17.23681462,5,4,93.71448517
"paquete 511","INTA Fuerte Sequia","BRT 103-182","INTA Ferroso","A","B","Better","Better","Better",-85.6288147,13.3709154,16789,354,"Ap15",2015,74,15.69280492,17.07223797,21,1,57.60765839
"paquete 536","SJC 730-79","INTA Ferroso","INTA Precoz","B","A","Worse","Better","Worse",-85.67224503,13.36473601,16784,349,"Ap15",2015,77,15.47771354,16.50340918,16,2,54.64504242
"paquete 483","INTA Matagalpa","ALS 0532-6","INTA Ferroso","B","A","Worse","Better","Worse",-85.67052841,13.36941232,16784,349,"Ap15",2015,74,15.57771354,16.42828795,16,2,54.64504242
"paquete 8","INTA Precoz","INTA Matagalpa","INTA Ferroso","C","A","Better","Better","Worse",-85.60821533,13.39496338,16784,349,"Ap15",2015,81,15.85280492,16.56828795,16,1,57.60765839
"paquete 543","INTA Rojo","INTA Ferroso","INTA Centro Sur","C","A","Worse","Worse","Better",-85.61782837,13.41900896,16784,349,"Ap15",2015,76,15.21363297,15.81151436,16,2,55.93675995
